,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Price
789,2,13.9,3165.0,2.0,1.0,176.0,-37.9237,145.0763,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,825000.0
790,2,13.9,3165.0,1.0,2.0,281.0,-37.9255,145.0796,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,746000.0
791,1,13.9,3165.0,1.0,1.0,105.0,-37.9181,145.0586,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,580000.0
793,3,13.9,3165.0,1.0,2.0,603.0,-37.9155,145.0723,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1206000.0
794,3,13.9,3165.0,2.0,2.0,297.0,-37.9135,145.0774,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1115000.0
795,4,13.9,3165.0,2.0,3.0,591.0,-37.9166,145.0719,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1190000.0
796,4,13.9,3165.0,2.0,1.0,0.0,-37.9174,145.0717,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1270000.0
797,3,13.9,3165.0,2.0,2.0,384.0,-37.9229,145.0557,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1025000.0
798,3,13.9,3165.0,2.0,1.0,258.0,-37.9244,145.0547,10969.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,740000.0
800,2,13.9,3165.0,1.0,1.0,76.0,-37.91,145.0842,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,495000.0
801,2,13.9,3165.0,1.0,1.0,145.0,-37.9193,145.0659,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,570000.0
802,4,13.9,3165.0,2.0,2.0,585.0,-37.9167,145.0771,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1220000.0
803,3,13.9,3165.0,1.0,2.0,565.0,-37.9262,145.0808,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,885000.0
804,3,13.9,3165.0,2.0,2.0,292.0,-37.9168,145.069,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,830000.0
805,4,13.9,3165.0,1.0,2.0,696.0,-37.9157,145.0802,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1137500.0
806,4,13.9,3165.0,2.0,2.0,633.0,-37.9272,145.0644,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1100000.0
807,3,13.9,3165.0,2.0,2.0,598.0,-37.9132,145.0782,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1040000.0
808,4,13.9,3165.0,3.0,2.0,291.0,-37.9347,145.0546,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1210000.0
809,4,13.9,3165.0,2.0,2.0,321.0,-37.914,145.0714,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1160000.0
810,3,13.9,3165.0,2.0,3.0,730.0,-37.9119,145.0705,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1215000.0
811,4,13.9,3165.0,2.0,2.0,619.0,-37.9358,145.0688,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1200000.0
812,3,13.9,3165.0,2.0,2.0,627.0,-37.9284,145.0668,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1050000.0
814,2,13.9,3165.0,2.0,1.0,0.0,-37.9212,145.0674,10969.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,380000.0
815,2,13.9,3165.0,1.0,1.0,169.0,-37.9232,145.0537,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,689000.0
816,3,13.9,3165.0,2.0,2.0,653.0,-37.9069,145.0568,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1400000.0
818,3,13.9,3165.0,2.0,2.0,610.0,-37.9231,145.066,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1338000.0
819,3,13.9,3165.0,2.0,1.0,353.0,-37.9262,145.055,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,800000.0
820,2,13.9,3165.0,1.0,1.0,265.0,-37.9223,145.0747,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,651000.0
821,3,13.9,3165.0,1.0,3.0,583.0,-37.9272,145.0804,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,920000.0
822,3,13.9,3165.0,2.0,2.0,590.0,-37.9256,145.0757,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1390000.0
823,2,13.9,3165.0,1.0,1.0,96.0,-37.9102,145.0709,10969.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,495000.0
824,1,13.9,3165.0,1.0,1.0,0.0,-37.9205,145.0528,10969.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,370000.0
825,3,13.9,3165.0,1.0,2.0,578.0,-37.9186,145.0709,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1100000.0
827,3,13.9,3165.0,1.0,2.0,818.0,-37.9241,145.0539,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1355000.0
828,4,13.9,3165.0,1.0,1.0,636.0,-37.925,145.0612,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1206000.0
829,2,13.9,3165.0,1.0,1.0,0.0,-37.9082,145.0681,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,486500.0
830,2,13.9,3165.0,1.0,1.0,597.0,-37.9126,145.0776,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1010000.0
831,3,13.9,3165.0,1.0,1.0,583.0,-37.9312,145.0795,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,899000.0
832,4,13.9,3165.0,2.0,2.0,604.0,-37.9153,145.0707,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1415000.0
833,4,13.9,3165.0,2.0,2.0,305.0,-37.9245,145.0507,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1185000.0
834,4,13.9,3165.0,3.0,1.0,313.0,-37.9164,145.0765,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1060000.0
835,2,13.9,3165.0,1.0,2.0,212.0,-37.9218,145.0607,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,716000.0
836,3,13.9,3165.0,1.0,1.0,581.0,-37.9177,145.0535,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1550000.0
837,3,13.9,3165.0,2.0,2.0,697.0,-37.9092,145.0813,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,840000.0
839,3,13.9,3165.0,1.0,2.0,584.0,-37.9183,145.071,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1106000.0
840,3,13.9,3165.0,2.0,2.0,295.0,-37.9239,145.0781,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,845000.0
841,3,13.9,3165.0,2.0,1.0,254.0,-37.9227,145.0558,10969.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,860000.0
842,3,13.9,3165.0,1.0,1.0,747.0,-37.9198,145.0791,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1208000.0
843,3,13.9,3165.0,2.0,2.0,167.0,-37.9219,145.0733,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,921000.0
844,3,13.9,3165.0,1.0,1.0,732.0,-37.9334,145.0667,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1165000.0
845,3,13.9,3165.0,1.0,2.0,694.0,-37.9174,145.0779,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1270000.0
846,2,13.9,3165.0,1.0,1.0,300.0,-37.9099,145.0726,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,742500.0
847,3,13.9,3165.0,2.0,2.0,578.0,-37.9303,145.0805,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,920000.0
849,4,13.9,3165.0,1.0,2.0,658.0,-37.9343,145.0607,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1010000.0
850,2,13.9,3165.0,1.0,1.0,591.0,-37.9179,145.071,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,702000.0
851,2,13.9,3165.0,1.0,1.0,306.0,-37.9111,145.072,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,813000.0
852,3,13.9,3165.0,2.0,1.0,268.0,-37.9196,145.0691,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,805000.0
853,3,13.9,3165.0,1.0,3.0,660.0,-37.9173,145.0742,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,880000.0
854,4,13.9,3165.0,2.0,1.0,274.0,-37.9257,145.0735,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1100000.0
856,3,13.9,3165.0,2.0,1.0,343.0,-37.9112,145.0738,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,920000.0
858,3,13.9,3165.0,1.0,2.0,841.0,-37.9217,145.056,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1560000.0
859,4,13.9,3165.0,2.0,2.0,601.0,-37.9278,145.08100000000005,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,800000.0
860,2,13.9,3165.0,2.0,1.0,201.0,-37.9293,145.0657,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,722000.0
861,3,13.9,3165.0,1.0,2.0,588.0,-37.9286,145.069,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,930000.0
862,3,13.9,3165.0,2.0,1.0,291.0,-37.919,145.0829,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,921000.0
863,4,13.9,3165.0,1.0,2.0,610.0,-37.9193,145.0691,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1035000.0
864,3,13.9,3165.0,2.0,1.0,228.0,-37.9329,145.0617,10969.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,720000.0
865,3,13.9,3165.0,1.0,2.0,618.0,-37.9228,145.0527,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1185000.0
866,4,13.9,3165.0,2.0,2.0,618.0,-37.9252,145.0562,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1352000.0
867,4,13.9,3165.0,2.0,2.0,296.0,-37.9197,145.05700000000004,10969.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1005000.0
868,2,13.9,3165.0,1.0,2.0,282.0,-37.9073,145.0599,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,761000.0
870,3,13.9,3165.0,1.0,1.0,721.0,-37.9244,145.0665,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1200000.0
871,3,13.9,3165.0,2.0,2.0,421.0,-37.9168,145.0809,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,780000.0
872,4,13.9,3165.0,2.0,2.0,314.0,-37.9299,145.0598,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1250000.0
873,3,13.9,3165.0,2.0,1.0,337.0,-37.9115,145.0844,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,750000.0
876,4,13.9,3165.0,2.0,2.0,583.0,-37.9262,145.0624,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1110000.0
877,2,13.9,3165.0,2.0,1.0,362.0,-37.9149,145.0676,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,835000.0
878,4,13.9,3165.0,2.0,2.0,700.0,-37.9117,145.0534,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1690000.0
879,3,13.9,3165.0,3.0,1.0,391.0,-37.9149,145.0788,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,791000.0
880,3,13.9,3165.0,1.0,3.0,780.0,-37.9347,145.0507,10969.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,900000.0
881,3,13.9,3165.0,2.0,2.0,337.0,-37.9144,145.0582,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1189000.0
882,3,13.9,3165.0,1.0,1.0,642.0,-37.9269,145.0787,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,825000.0
883,3,13.9,3165.0,2.0,2.0,327.0,-37.9195,145.0555,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1030000.0
884,3,13.9,3165.0,2.0,2.0,267.0,-37.9176,145.0566,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,970000.0
885,3,13.9,3165.0,1.0,2.0,580.0,-37.9369,145.0751,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,930000.0
886,4,13.9,3165.0,2.0,2.0,640.0,-37.9198,145.0545,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1510000.0
887,3,13.9,3165.0,2.0,2.0,518.0,-37.9316,145.0542,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1240000.0
888,3,13.9,3165.0,2.0,2.0,213.0,-37.9079,145.0707,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,823000.0
889,4,13.9,3165.0,2.0,2.0,606.0,-37.9147,145.0645,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1310000.0
890,4,13.9,3165.0,2.0,2.0,674.0,-37.9272,145.0786,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1475000.0
891,4,13.9,3165.0,2.0,1.0,450.0,-37.9133,145.0837,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,950000.0
892,4,13.9,3165.0,2.0,1.0,316.0,-37.9198,145.0789,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1045000.0
893,3,13.9,3165.0,2.0,1.0,188.0,-37.9193,145.0553,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,750000.0
894,3,13.9,3165.0,2.0,2.0,252.0,-37.9085,145.0683,10969.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,800000.0
895,2,13.9,3165.0,1.0,1.0,154.0,-37.9079,145.0685,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,655000.0
897,3,13.9,3165.0,1.0,1.0,250.0,-37.9087,145.0537,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,835000.0
898,3,13.9,3165.0,1.0,3.0,701.0,-37.9178,145.0815,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1140000.0
899,2,13.9,3165.0,1.0,2.0,678.0,-37.9146,145.0767,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1120000.0
900,4,13.9,3165.0,2.0,2.0,319.0,-37.9256,145.0533,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1465000.0
901,3,13.9,3165.0,1.0,1.0,587.0,-37.9241,145.0763,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,910000.0
902,3,13.9,3165.0,2.0,1.0,388.0,-37.9329,145.053,10969.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,920000.0
903,3,13.9,3165.0,2.0,2.0,230.0,-37.9179,145.0592,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,935000.0
904,3,13.9,3165.0,1.0,2.0,543.0,-37.9242,145.0705,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,977000.0
905,3,13.9,3165.0,1.0,2.0,686.0,-37.9113,145.0765,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1352000.0
906,4,13.9,3165.0,2.0,2.0,575.0,-37.9274,145.0654,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1115000.0
907,3,13.9,3165.0,1.0,1.0,710.0,-37.9324,145.0577,10969.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,780000.0
908,3,13.9,3165.0,2.0,2.0,1080.0,-37.9233,145.0674,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1115000.0
909,3,13.9,3165.0,1.0,2.0,692.0,-37.9232,145.0563,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1197000.0
910,2,13.9,3165.0,2.0,2.0,0.0,-37.9292,145.0708,10969.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,485000.0
911,3,13.9,3165.0,2.0,1.0,316.0,-37.9245,145.0773,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,810000.0
912,4,13.9,3165.0,1.0,1.0,582.0,-37.9129,145.0598,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1365000.0
913,3,13.9,3165.0,0.0,0.0,456.0,-37.9314,145.0808,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,700000.0
914,4,13.9,3165.0,2.0,2.0,598.0,-37.9138,145.0774,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1698888.0
915,4,13.9,3165.0,2.0,2.0,639.0,-37.9258,145.075,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1150000.0
916,2,13.9,3165.0,1.0,1.0,0.0,-37.9096,145.0843,10969.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,340000.0
917,3,13.9,3165.0,1.0,2.0,576.0,-37.9362,145.0691,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1000000.0
918,3,13.9,3165.0,2.0,1.0,283.0,-37.9142,145.08,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,965000.0
919,3,13.9,3165.0,2.0,2.0,365.0,-37.9225,145.0754,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,870000.0
920,3,13.9,3165.0,1.0,1.0,764.0,-37.9143,145.0629,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1405000.0
921,3,13.9,3165.0,2.0,3.0,629.0,-37.912,145.0752,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1161000.0
922,3,13.9,3165.0,1.0,3.0,676.0,-37.9307,145.0531,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1266000.0
923,3,13.9,3165.0,2.0,2.0,194.0,-37.9272,145.0801,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,700000.0
925,3,13.9,3165.0,2.0,1.0,281.0,-37.9257,145.0811,10969.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,770000.0
927,1,13.9,3165.0,1.0,1.0,0.0,-37.9315,145.0619,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,380000.0
928,4,13.9,3165.0,2.0,2.0,620.0,-37.9281,145.0669,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1175000.0
929,3,13.9,3165.0,1.0,1.0,640.0,-37.916,145.0776,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1200000.0
930,4,13.9,3165.0,1.0,2.0,684.0,-37.9147,145.0751,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1370000.0
931,4,13.9,3165.0,1.0,1.0,725.0,-37.9289,145.0502,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1433500.0
932,2,13.9,3165.0,1.0,2.0,724.0,-37.9135,145.0557,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1630000.0
933,3,13.9,3165.0,1.0,3.0,676.0,-37.9233,145.0616,10969.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1360000.0
934,4,13.9,3165.0,1.0,2.0,741.0,-37.9229,145.0673,10969.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,900000.0
935,3,13.9,3165.0,2.0,1.0,210.0,-37.9075,145.061,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,860000.0
936,2,13.9,3165.0,1.0,2.0,318.0,-37.9218,145.0563,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,772500.0
937,3,13.9,3165.0,1.0,1.0,598.0,-37.9216,145.07299999999995,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1001000.0
938,2,13.9,3165.0,1.0,1.0,194.0,-37.9107,145.0598,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,715000.0
939,3,13.9,3165.0,1.0,1.0,0.0,-37.9218,145.053,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,801000.0
940,3,13.9,3165.0,2.0,2.0,208.0,-37.9108,145.0794,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,882000.0
941,2,13.9,3165.0,1.0,1.0,687.0,-37.9234,145.0616,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1180000.0
942,3,13.9,3165.0,2.0,2.0,222.0,-37.9241,145.0668,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,840000.0
943,2,13.9,3165.0,1.0,1.0,0.0,-37.9212,145.0606,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,710000.0
944,4,13.9,3165.0,2.0,2.0,643.0,-37.9295,145.063,10969.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1040000.0
946,3,13.9,3165.0,2.0,2.0,258.0,-37.9162,145.0799,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,930000.0
947,3,13.9,3165.0,1.0,2.0,406.0,-37.9286,145.0737,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,790000.0
948,3,13.9,3165.0,1.0,2.0,625.0,-37.927,145.0645,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1040000.0
949,3,13.9,3165.0,1.0,2.0,596.0,-37.9251,145.0771,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1020000.0
950,3,13.9,3165.0,1.0,2.0,233.0,-37.9376,145.0784,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,670000.0
951,3,13.9,3165.0,2.0,2.0,261.0,-37.9163,145.0779,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,800000.0
952,4,13.9,3165.0,2.0,2.0,209.0,-37.9213,145.0565,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1120000.0
953,3,13.9,3165.0,2.0,2.0,321.0,-37.9181,145.0586,10969.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,970000.0
954,3,13.9,3165.0,2.0,1.0,300.0,-37.9189,145.0584,10969.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,787500.0
955,3,13.9,3165.0,1.0,1.0,598.0,-37.9129,145.0786,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,950000.0
956,3,13.9,3165.0,2.0,1.0,185.0,-37.9159,145.0787,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,886000.0
957,3,13.9,3165.0,2.0,1.0,209.0,-37.9131,145.07,10969.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,780000.0
958,4,13.9,3165.0,2.0,3.0,625.0,-37.9374,145.0726,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1015000.0
959,3,13.9,3165.0,2.0,2.0,395.0,-37.9364,145.0649,10969.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,830000.0
960,3,13.9,3165.0,1.0,1.0,643.0,-37.9237,145.0527,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1241000.0
961,4,13.9,3165.0,2.0,2.0,610.0,-37.9207,145.0757,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1255000.0
962,3,13.9,3165.0,1.0,1.0,593.0,-37.9178,145.067,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1320000.0
963,3,13.9,3165.0,2.0,1.0,326.0,-37.9236,145.0545,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,870000.0
964,4,13.9,3165.0,2.0,2.0,592.0,-37.9351,145.0572,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1472500.0
965,2,13.9,3165.0,2.0,2.0,298.0,-37.908,145.0716,10969.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,640000.0
966,2,13.9,3165.0,1.0,2.0,750.0,-37.9325,145.0694,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1160000.0
967,4,13.9,3165.0,2.0,1.0,651.0,-37.919,145.0558,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1306000.0
968,3,13.9,3165.0,1.0,2.0,635.0,-37.9291,145.0538,10969.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1291000.0
969,4,13.1,3128.0,2.0,2.0,697.0,-37.8151,145.135,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1620000.0
970,2,13.1,3128.0,1.0,1.0,140.0,-37.8271,145.1299,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,645000.0
971,2,13.1,3128.0,1.0,1.0,195.0,-37.826,145.129,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,790000.0
972,4,13.1,3128.0,2.0,2.0,206.0,-37.828,145.1215,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,880000.0
973,4,13.1,3128.0,2.0,3.0,729.0,-37.8233,145.1267,4605.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1560000.0
974,3,13.1,3128.0,2.0,2.0,458.0,-37.8257,145.1216,4605.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1715000.0
975,3,13.1,3128.0,1.0,2.0,550.0,-37.8275,145.1298,4605.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1200000.0
976,3,13.1,3128.0,1.0,0.0,741.0,-37.8258,145.1246,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1760000.0
977,1,13.1,3128.0,1.0,1.0,774.0,-37.8241,145.1262,4605.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,288000.0
978,3,13.1,3128.0,1.0,2.0,384.0,-37.8167,145.1373,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,948000.0
979,4,13.1,3128.0,1.0,2.0,715.0,-37.8135,145.1218,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,2770000.0
980,3,13.1,3128.0,1.0,1.0,590.0,-37.8274,145.1274,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1412000.0
981,2,13.1,3128.0,2.0,1.0,0.0,-37.8216,145.127,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,465000.0
982,4,13.1,3128.0,2.0,2.0,299.0,-37.8282,145.1301,4605.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,975000.0
983,3,13.1,3128.0,1.0,1.0,702.0,-37.827,145.1209,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1325000.0
984,3,13.1,3128.0,2.0,1.0,150.0,-37.8287,145.1319,4605.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,750000.0
985,3,13.1,3128.0,2.0,1.0,643.0,-37.8285,145.1272,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1400000.0
986,3,13.1,3128.0,1.0,2.0,664.0,-37.8235,145.1276,4605.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1500000.0
987,4,13.1,3128.0,2.0,1.0,692.0,-37.8247,145.1281,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1600000.0
988,2,13.1,3128.0,1.0,1.0,155.0,-37.8193,145.1149,4605.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,616000.0
989,4,13.1,3128.0,2.0,2.0,729.0,-37.8143,145.1262,4605.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1661000.0
